retention_rate,total_cost,productivity,net_value
0.6622944911294273,2632054.5988000003,19388.91703084289,16756.86243204289
0.661426050317836,2627391.8957,19369.296462520982,16741.904566820984
0.6629815215305461,2558756.541,18989.672745625598,16430.9162046256
0.6583834158099948,2610833.2371000005,19016.69020115206,16405.85696405206
0.6603219586289659,2606444.3966,19086.51388413497,16480.06948753497
0.6600382122216153,2537660.7256,18730.430532167637,16192.769806567636
0.6664496708430027,2629346.5000000005,19258.865607956777,16629.519107956778
0.6658200144463935,2572363.0911000003,18969.96492425462,16397.60183315462
0.6659695516204559,2574209.044,19137.373157534228,16563.16411353423
0.6647639324431076,2651589.1127000004,19464.661599831048,16813.07248713105
0.6733666690087567,2617515.7690000003,19616.073777414887,16998.558008414886
0.6596081421246885,2562889.1519,18908.2016093418,16345.3124574418
0.6636676377044578,2628269.9993000003,19429.74501936984,16801.47502006984
0.6618124009907939,2590438.7355000004,19042.06586362998,16451.62712812998
0.6611788882008058,2645766.8721000003,19294.546017053566,16648.779144953565
0.6653498967687367,2609125.1692000004,19249.733484174434,16640.608314974434
0.6595648503955084,2571322.1424000002,19035.219534018353,16463.897391618353
0.6637260119861949,2549328.0428000004,18918.14392133717,16368.81587853717
0.6666079461605755,2699390.4443,19586.691905444808,16887.30146114481
0.6639725543604822,2629827.0031000003,19325.42368827239,16695.59668517239
0.6568579482820722,2595112.6355000003,19137.209892135223,16542.09725663522
0.6623536217081807,2606031.362,19230.70088608672,16624.66952408672
0.659941659782501,2646639.1787,19350.799014879572,16704.159836179573
0.6684252147468728,2644928.9735000003,19577.115041031157,16932.186067531155
0.6671397695499935,2637035.6089000003,19321.016990807624,16683.981381907623
0.671351035746537,2659180.3238000004,19524.234328819406,16865.054005019407
0.6692607292961746,2598787.3582,19452.1308892316,16853.3435310316
0.6639545620859315,2591142.8708,19125.91137076603,16534.768499966027
0.6681294811521732,2633109.2766000004,19298.37928575959,16665.27000915959
0.6626032358490317,2604318.2638000003,19036.27683533445,16431.95857153445
0.6549061878045288,2502368.7326,18689.90870792634,16187.539975326341
0.658190500109588,2576743.5111000007,18983.03177441073,16406.28826331073
0.6735096855100253,2643969.5997,19622.16974526336,16978.200145563358
0.6606175387442422,2570551.1458,18996.897326638875,16426.346180838875
0.6675457619412811,2678152.3164,19714.43412908379,17036.281812683792
0.6637943078757508,2591075.1152,19134.17232718944,16543.09721198944
0.6607383844225725,2570103.3545000004,19024.807909208,16454.704554708
0.6623338020602778,2637981.8234,19302.709934998296,16664.728111598295
0.670866522766257,2586371.6890000002,19276.335392119407,16689.963703119407
0.669332606821443,2622791.0269,19364.665276797154,16741.874249897155
0.6700200851541316,2644802.8618,19513.686179362936,16868.883317562937
0.6676033713610781,2661553.3032,19505.91283342733,16844.35953022733
0.669732482016168,2593143.9193,19276.54429964484,16683.40038034484
0.6592655490580979,2579205.6389,18829.116568257432,16249.910929357433
0.6698016140923075,2610042.4284,19393.13489400153,16783.09246560153
0.6618249963522352,2590571.9378000004,19137.14930186422,16546.577364064222
0.6683903354510158,2624861.7274,19357.669480672557,16732.80775327256
0.6616762720767395,2582175.9458,19160.551934539028,16578.375988739026
0.671506888380638,2638047.8465,19555.131118926714,16917.083272426713
0.6628702308800429,2653728.2145000002,19497.00431695475,16843.27610245475
0.6658987506945833,2580247.9263000004,19101.75529553429,16521.507369234292
0.66003601007855,2525287.1281000003,18853.37420303882,16328.08707493882
0.6650961388834435,2628716.6785000004,19345.532099282565,16716.815420782565
0.6587797076437958,2584102.9423,19114.89946941861,16530.79652711861
0.6643110843254235,2573839.1415,19082.02967180704,16508.190530307038
0.6660913643414619,2596723.9463,19205.387372108984,16608.663425808983
0.6683227667463744,2689917.9648,19621.264384431914,16931.346419631915
0.6556913133069321,2523211.4754000003,18714.225944217218,16191.014468817219
0.6619974399033249,2549002.7805000003,18952.796621854002,16403.793841354003
0.6713754419940859,2696275.9769,19745.081050236404,17048.805073336403
0.6493969787451375,2582623.824,18927.068533380436,16344.444709380436
0.6641412288972337,2627660.8303000005,19305.77676335152,16678.115933051522
0.6652579223029433,2591784.8748000003,19259.014041540522,16667.229166740522
0.6670710278950723,2639909.9760000003,19501.21117527879,16861.30119927879
0.6686305491705763,2643103.2617,19389.535608077516,16746.432346377514
0.662208769609489,2567873.1243000003,19015.11866541419,16447.24554111419
0.6659732668600871,2606969.7544,19213.942395984977,16606.972641584976
0.662918621371775,2574979.3003000002,19152.208050620866,16577.228750320864
0.6638074488624769,2584743.1995,19162.50309867956,16577.75989917956
0.6581530589268983,2632202.8568,19221.222029881916,16589.019173081917
0.6592217113929518,2596529.6918,19084.785186677705,16488.255494877703
0.6650824054697838,2560799.0749000004,18994.915345948517,16434.116271048515
0.6624363096943527,2611772.9495,19174.17356634314,16562.400616843137
0.6606520525856034,2612246.9351,19003.788167796607,16391.541232696607
0.6533720480456542,2523293.8137000003,18530.41542068423,16007.121606984228
0.6690482766348405,2560647.7776,19050.27802540159,16489.63024780159
0.6634978700255674,2588072.4287,19083.153894421986,16495.081465721985
0.6655265104697496,2591083.6127000004,19196.926727362585,16605.843114662584
0.6629158477344121,2666978.2249000007,19480.381121903465,16813.402897003463
0.6651329880222826,2600222.1421,19145.543785707563,16545.321643607564
0.6700634159220539,2632841.9821,19381.183070131414,16748.341088031415
0.668607029294023,2662319.3993,19582.191890745053,16919.872491445054
0.6681729357603406,2597855.4008,19273.054092040227,16675.198691240228
0.6637964958912476,2548648.102,18921.91428933518,16373.266187335179
0.6667439494975272,2591489.5292000007,19136.734484798922,16545.244955598922
0.6729666554226674,2631967.5426000003,19509.94468750491,16877.97714490491
0.6770773607008466,2662272.2423,19694.84280797939,17032.570565679387
0.6645746539519852,2592739.7474,19255.68374333671,16662.943995936712
0.6624502806553639,2545265.1037,18844.051537867676,16298.786434167676
0.6593247311795066,2525134.7550000004,18711.17406993144,16186.039314931439
0.6669330987883579,2613892.0115,19220.64109508712,16606.74908358712
0.6649124885790753,2628527.9262,19282.07247105257,16653.544544852568
0.6627517797463999,2615655.3676000005,19330.546269323633,16714.890901723633
0.6681961122704402,2622696.6678,19280.715140328284,16658.018472528285
0.6613138289216868,2570736.4694,18907.782376112264,16337.045906712265
0.6696573974273435,2592978.1284000003,19360.612609364147,16767.634480964145
0.668273440732613,2682059.0555,19623.18316991989,16941.124114419887
0.6628368377497381,2554583.0057,18924.411309684376,16369.828303984375
0.6630805883827001,2603643.1036,19237.117402784213,16633.474299184214
0.6593468042555012,2584131.2112,19074.80073672851,16490.66952552851
0.6582294193166172,2615525.7865000004,19170.89063246358,16555.36484596358
0.6587623111883889,2627187.2473,19207.061506599508,16579.874259299508
0.6661731256832958,2670721.6151,19683.748329714188,17013.02671461419
0.6622944660254547,2575950.091,19172.15509738985,16596.20500638985
0.6627678785343623,2568493.3714,19071.725670334064,16503.232298934065
0.6483484302567367,2527941.9726,18501.138776826152,15973.196804226152
0.6702182327297332,2604259.5480000004,19296.688410593837,16692.428862593835
0.6608098062100123,2609199.9967,19084.27547769975,16475.07548099975
0.663847299894537,2626815.5529,19200.59672583511,16573.78117293511
0.6608675881255551,2591419.6891,19060.65016452682,16469.230475426823
0.6641660950320721,2595830.3965000003,19229.763411453896,16633.933014953895
0.6568866827625057,2544147.0186,18704.603920224443,16160.456901624442
0.6599277455163302,2617796.6089000003,19114.116841711664,16496.320232811664
0.6606997580706668,2594262.9119,19021.60211156054,16427.33919966054
0.6616992409450771,2596732.3096000003,19211.227035737757,16614.494726137757
0.6692284723741906,2634116.2804,19444.26542997285,16810.149149572848
0.6737469998531074,2643255.9516000003,19662.399662629945,17019.143711029945
0.6583056857644791,2582024.0930000003,18906.52286580654,16324.498772806539
0.663382314993005,2608998.1346000005,19080.77503385028,16471.776899250282
0.6621069089595772,2569675.0948,18895.92428848337,16326.249193683369
0.6638701887856656,2624665.0749000004,19233.73804726542,16609.07297236542
0.6734924636741318,2606021.7117,19381.380053370776,16775.358341670777
0.6710801141420212,2700153.808,19833.85442314626,17133.70061514626
0.6644259080096067,2601501.0087,19192.791157603642,16591.29014890364
0.665660169232873,2625636.2253,19371.79637304666,16746.16014774666
0.6561305048809599,2582772.6474,18919.72036828624,16336.947720886237
0.6667193570537325,2677176.1401000004,19479.873625336313,16802.697485236313
0.6572377052355446,2561543.5329,18929.84235543192,16368.29882253192
0.6649686929856617,2631447.4263000004,19289.43265535396,16657.98522905396
0.668237474883948,2631923.6119,19414.162624962264,16782.239013062266
0.6604186620346169,2587357.1295,19118.51502339535,16531.15789389535
0.6697729023811768,2670130.3926,19604.55458255825,16934.42418995825
0.6551307653370977,2530021.5930000003,18759.559948052498,16229.538355052497
0.6706443056136817,2674106.6781,19641.08314543523,16966.97646733523
0.655063664019884,2537602.8084000004,18733.56239649283,16195.95958809283
0.6612431861274698,2547194.7600000002,18794.21463297017,16247.019872970171
0.6635368619148329,2647739.5835,19394.797313645286,16747.057730145287
0.665293971559356,2637663.424,19279.13305293466,16641.46962893466
0.6685498854448694,2701537.0624,19640.482525924686,16938.945463524688
0.6527205924074749,2575439.702,18760.725048898043,16185.285346898043
0.6606950840266612,2571179.3822,18991.67547745625,16420.49609525625
0.6648519520706553,2666041.0249,19354.626819176687,16688.585794276685
0.6605370794985546,2604713.1671,19163.854221587982,16559.141054487984
0.6632308167003471,2616217.0111,19261.36211184545,16645.145100745453
0.6687426386447023,2629374.4818,19316.1484137597,16686.7739319597
0.6620835666016437,2564800.6395,19036.32771468799,16471.527075187987
0.6699273957593911,2586254.1738,19283.105538706644,16696.851364906644
0.6697467636678152,2632362.0323,19336.553095805095,16704.191063505095
0.6747367484204305,2676556.8544000005,19732.85377242201,17056.29691802201
0.6693526967715779,2613901.796,19249.213136820195,16635.311340820197
0.6700381401255566,2628579.2434,19448.469945018685,16819.890701618686
0.664996899417874,2588842.7411,19182.53514570252,16593.69240460252
0.6638684002155327,2595622.3997,19120.452360794698,16524.8299610947
0.6588953823968596,2545517.7198,18987.97006115129,16442.452341351287
0.6638282470820115,2559607.6451000003,19113.491944880152,16553.88429978015
0.6598282222411023,2560392.2091000006,18865.23543436921,16304.84322526921
0.6586524256749597,2517645.1366000003,18611.37130188541,16093.72616528541
0.66762972380787,2661338.977,19548.564471442645,16887.225494442646
0.6591148417284325,2579527.9829,19069.847872669277,16490.31988976928
0.6622013124110248,2635491.2947000004,19214.1575621086,16578.6662674086
0.6591029467544791,2604450.4651000006,19128.334450453287,16523.883985353285
0.6723105890200493,2587894.6478000004,19436.712177625246,16848.817529825246
0.6575066780919205,2611983.1518,18999.393605394987,16387.41045359499
0.6548193787905421,2546210.6175,18744.98520496451,16198.774587464508
0.6648396134000308,2641599.1602000003,19386.0444781946,16744.4453179946
0.6622341452033835,2641054.3257999998,19369.018798653044,16727.964472853044
0.6673866871454905,2641264.7140000006,19496.472025688363,16855.207311688362
0.6540621489899415,2558184.6961000003,18897.44222929133,16339.257533191329
0.6714875972756021,2708033.8384000002,19767.377795335957,17059.343956935958
0.6678354716190188,2544776.5101000005,19097.349840764226,16552.573330664225
0.6601973835609813,2567946.7638,18981.366901960955,16413.420138160956
0.6679314383551669,2614465.9475000002,19266.866499722106,16652.400552222105
0.6671295963152852,2601551.5086000003,19194.73442964512,16593.182921045118
