retention_rate,total_cost,productivity,net_value
0.6792607139366941,2392776.908,19740.429260972152,17347.652352972153
0.6776206240922649,2388538.087,19700.847491035733,17312.309404035732
0.680295552395036,2326142.3099999996,19332.518954496576,17006.376644496577
0.67460934127562,2373484.761,19335.257009972804,16961.772248972804
0.6765051044302253,2369494.906,19406.229225731637,17036.734319731637
0.6776914850712615,2306964.296,19065.619929266795,16758.655633266797
0.6830933010682284,2390315.0,19595.407507428048,17205.09250742805
0.6819742445535647,2338511.9009999996,19296.97546337929,16958.463562379293
0.6824008274129819,2340190.04,19465.934393880743,17125.744353880742
0.6809399853297881,2410535.557,19800.977271628137,17390.441714628138
0.6893332468269315,2379559.79,19951.581850327755,17572.022060327756
0.674967274009786,2329899.2290000003,19225.686983382842,16895.787754382844
0.6799637982474517,2389336.3630000004,19760.133796412632,17370.797433412634
0.6786127239332823,2354944.305,19373.43582990846,17018.49152490846
0.6774023503074695,2405242.611,19613.276062427973,17208.03345142797
0.6823417769629676,2371931.972,19593.215462114335,17221.283490114336
0.6756471585665192,2337565.5840000003,19364.684949990864,17027.119365990864
0.6807285258112992,2317570.948,19257.80132681392,16940.230378813918
0.682569401504429,2453991.313,19906.943400497817,17452.95208749782
0.681426812813203,2390751.8210000005,19682.523754382317,17291.771933382315
0.6751113415406512,2359193.3049999997,19494.189043676073,17134.995738676073
0.6781916232715228,2369119.42,19558.76306672022,17189.643646720222
0.6760165618678619,2406035.617,19671.067788655895,17265.032171655894
0.6849957626421941,2404480.885,19912.810347132872,17508.32946213287
0.6843038750009734,2397305.0990000004,19669.995953584767,17272.690854584765
0.6878000632985931,2417436.658,19859.35542173973,17441.91876373973
0.6857228835912996,2362533.962,19781.659689740023,17419.125727740022
0.6812996035644332,2355584.428,19475.54292536396,17119.95849736396
0.6843471402163374,2393735.7060000002,19632.278459965368,17238.54275396537
0.6773841484546962,2367562.058,19338.947884895773,16971.385826895774
0.672541351928944,2274880.666,19044.49860095532,16769.61793495532
0.6742251218326362,2342494.101,19303.787015413138,16961.292914413138
0.6889695871593202,2403608.727,19938.765651423062,17535.156924423063
0.6767394185039521,2336864.6780000003,19321.17371237927,16984.30903437927
0.6833063731104252,2434683.924,20036.185116810728,17601.501192810727
0.6810795833692227,2355522.832,19471.358563069436,17115.835731069437
0.6764317645454997,2336457.5949999997,19339.625709720585,17003.168114720585
0.6785178870763211,2398165.2939999998,19626.06536639658,17227.90007239658
0.6861570397226251,2351246.9899999998,19580.360710783094,17229.113720783094
0.6857675972769871,2384355.4790000003,19691.192961999208,17306.837482999206
0.6858976419549456,2404366.238,19834.092062542048,17429.72582454205
0.6833126478343653,2419593.912,19821.4381683173,17401.8442563173
0.6860826314218696,2357403.563,19608.435751605342,17251.032188605343
0.6747896531770462,2344732.3989999997,19142.022952240433,16797.290553240433
0.6855842098955576,2372765.844,19720.044164311832,17347.27832031183
0.677057168188683,2355065.398,19453.070764121843,17098.005366121844
0.6851285790362781,2386237.934,19704.93866908821,17318.70073508821
0.6773966455591323,2347432.678,19479.33579446087,17131.903116460868
0.6882399986832898,2398225.315,19888.459521141504,17490.234206141504
0.6786257722771206,2412480.195,19817.352924473456,17404.872729473456
0.68195875562309,2345679.933,19430.507920283133,17084.827987283134
0.6766302435165359,2295715.571,19180.11059826307,16884.39502726307
0.6806565293677275,2389742.4349999996,19659.90027291914,17270.15783791914
0.6756042641702174,2349184.493,19457.049411395703,17107.864918395702
0.6808090149408857,2339853.7649999997,19413.422100983757,17073.568335983757
0.6826825227440114,2360658.133,19530.731295415804,17170.073162415803
0.6849063687894175,2445379.968,19960.309201356977,17514.929233356976
0.6724529954771348,2293828.614,19053.690013630967,16759.861399630965
0.678207188531806,2317275.255,19284.707647616866,16967.432392616865
0.6876699790182699,2451159.9790000003,20064.023021614452,17612.863042614452
0.6661917166023839,2347839.84,19276.368539257535,16928.528699257535
0.6797960518200389,2388782.573,19623.327952405947,17234.545379405947
0.6814471429149519,2356168.068,19574.3289140282,17218.1608460282
0.6834629922677484,2399918.16,19829.752238293655,17429.834078293654
0.6847622965420713,2402821.147,19715.316632264417,17312.49548526442
0.6783547246471006,2334430.113,19334.548800687342,17000.118687687343
0.6830080519421079,2369972.504,19559.205332289348,17189.232828289347
0.6791623258926783,2340890.273,19484.738104108554,17143.847831108553
0.6784343054726734,2349766.545,19471.123261222463,17121.356716222464
0.674257955152642,2392911.688,19550.680379117934,17157.768691117933
0.6756360687160418,2360481.5379999997,19415.17697066453,17054.69543266453
0.6813059990118422,2327999.159,19323.670502142988,16995.67134314299
0.679135384920661,2374339.045,19512.258178587075,17137.919133587075
