retention_rate,total_cost,productivity,net_value
0.6924275133165478,2259236.6888999995,19982.27409578635,17723.03740688635
0.6909437108233496,2255489.55105,19939.765359630353,17684.275808580354
0.6927099663293342,2196437.2848,19563.853853532262,17367.416568732264
0.6878267087793423,2241110.47005,19579.546854472646,17338.436384422646
0.689125359282291,2237997.6595,19632.915310752403,17394.917651252403
0.6897702961748376,2177216.2931000004,19281.821747842274,17104.605454742275
0.6959304851258947,2257105.97635,19837.44748657937,17580.34151022937
0.6954757550885017,2208014.3172,19541.452592296177,17333.438275096178
0.6953067421171163,2209298.4180499995,19704.805096629483,17495.506678579484
0.694011735045605,2276373.93915,20049.5121521218,17773.1382129718
0.70136565901624,2246690.5582999997,20171.394989641118,17924.704431341117
0.6882275740127679,2199654.7599,19465.30507034045,17265.65031044045
0.6934317505519023,2256344.767,20007.216086605775,17750.871319605776
0.6918133026872724,2223179.6065499997,19615.67410929838,17392.49450274838
0.6904567019203228,2271637.681,19855.512742667783,17583.875061667783
0.6960695772233505,2239393.77425,19846.73110948556,17607.337335235563
0.6878730241869921,2207114.63325,19594.922582346,17387.807949096
0.6928008448153707,2187808.6375,19479.577360646177,17291.768723146175
0.6948860804484821,2317901.1459999997,20130.540503841992,17812.639357841992
0.6942268184617505,2257948.5673499997,19921.585152125852,17663.636584775853
0.6872241652230722,2226765.21555,19731.03371025383,17504.26849470383
0.691244572763918,2236878.9976,19791.073706879994,17554.194709279993
0.6880758597083472,2272244.96245,19888.778153488063,17616.533191038063
0.6971442078572109,2270934.3328,20130.422055687046,17859.487722887046
0.6968139915788426,2264361.56625,19900.92593015971,17636.564363909707
0.701254846796697,2283121.16605,20107.324058929116,17824.202892879115
0.6982631340213322,2230782.05815,20013.71854717499,17782.936489024993
0.6937873714331321,2223945.7907499997,19714.386764153547,17490.440973403547
0.6961521977994042,2260431.4798999997,19857.20206874224,17596.770588842242
0.6902497337218929,2235898.8205,19574.152318352124,17338.253497852125
0.6854192563917421,2146860.0426499997,19279.807338857318,17132.94729620732
0.6877898046313782,2212188.52355,19554.89072441023,17342.70220086023
0.7013675615069862,2269895.8769499995,20164.157955549126,17894.262078599128
0.6886116592582143,2206433.0727,19542.633880202666,17336.200807502668
0.6966340650386205,2299695.2881,20292.23496329683,17992.53967519683
0.6947500103620987,2223807.8141,19719.45041530072,17495.642601200718
0.6904672032544102,2206063.9142,19580.722667514503,17374.658753314503
0.6920634321084964,2264156.39895,19881.043822259562,17616.887423309563
0.699078773006332,2220438.55945,19827.14994560514,17606.71138615514
0.6980812523086961,2251344.4069,19919.388277098682,17668.043870198682
0.6979990366711163,2270746.9847999997,20059.41258372077,17788.66559892077
0.6957163296341807,2285639.50835,20044.649005159154,17759.009496809154
0.6995808314944143,2226433.87825,19847.250359053793,17620.81648080379
0.6883769535231747,2214253.3293999997,19383.461304821383,17169.207975421385
0.6980093513448106,2240649.1346,19945.158101870747,17704.508967270747
0.6899044474242777,2223751.94715,19691.70199849864,17467.950051348642
0.6971918617968289,2253540.60675,19923.52978813215,17669.98918138215
0.6911762503112558,2216365.2962499997,19731.86881489498,17515.503518644982
0.7003277911916124,2264248.0385499997,20108.033060520374,17843.785021970376
0.6914156867051763,2278205.3391499994,20044.06412656239,17765.85878741239
0.6950827862219527,2214721.4867499997,19660.6817465029,17445.9602597529
0.6902802689328141,2166641.3540000003,19427.39946361963,17260.75810961963
0.6938421696935929,2256500.6043499997,19887.32732127037,17630.826716920372
0.6877975996103123,2217669.95415,19685.909705619,17468.239751469002
0.693886041566413,2208869.659,19648.695173426295,17439.825514426295
0.6953043925695692,2229302.2805500003,19761.73139438845,17532.42911383845
0.6981984514550867,2309548.01785,20200.93670749242,17891.38868964242
0.6849088138884298,2165529.38305,19286.282257593914,17120.752874543912
0.6911595114629756,2187564.62795,19522.977914865063,17335.413286915064
0.6991320668885842,2314870.33825,20273.58529648728,17958.71495823728
0.6801292388174336,2216942.7377500003,19530.840710673518,17313.897972923518
0.6923473785289823,2255722.7414,19850.583638772678,17594.860897372677
0.6940139543007048,2224797.04715,19802.05214484714,17577.25509769714
0.6959173516210727,2266065.90085,20063.67520571893,17797.60930486893
0.6985070795649121,2268489.2284999997,19968.331644183603,17699.842415683604
0.690855903646235,2204122.4457,19565.091192073127,17360.968746373128
