retention_rate,total_cost,productivity,net_value
0.6756774684781218,2579655.5816,19649.247777037966,17069.592195437966
0.6742886036076003,2574476.4323500004,19618.06335120357,17043.586918853573
0.6762996212013833,2506625.63095,19235.578263612355,16728.952632662356
0.6714145598172592,2557472.1794999996,19252.558798988724,16695.086619488724
0.6732505291947838,2554575.2103,19322.81004386073,16768.234833560728
0.6742558563768171,2483422.9043,18982.266727832794,16498.843823532792
0.6794170314347777,2577026.8800999997,19504.24279257861,16927.215912478612
0.678430442453305,2517974.8542,19209.338679972043,16691.363825772045
0.6786205920890932,2519468.9233999997,19374.549033888346,16855.080110488347
0.6774915588524182,2599048.28065,19712.448998095253,17113.400717445253
0.6857593450201948,2558043.8762499997,19861.72095791281,17303.677081662812
0.6716512438905851,2508787.0250500003,19143.620761391096,16634.833736341094
0.6762479511807622,2575528.4806500003,19669.651853051,17094.123372401
0.6748532677594173,2539243.1054,19283.504726591455,16744.261621191454
0.6740587537147994,2595064.57025,19528.02812708287,16932.96355683287
0.6782713206492353,2556937.81615,19496.908186650246,16939.970370500247
0.6717535919100607,2515428.87175,19270.662017915696,16755.233146165698
0.6770393934020665,2494790.75865,19165.787842730388,16670.997084080387
0.6790797933676309,2653827.3975,19822.83134752197,17169.00395002197
0.6777612703375208,2577481.4902,19591.852202078124,17014.370711878124
0.6713929695877315,2540747.2986000003,19402.093415074945,16861.346116474946
0.6750454799598897,2553322.1108999997,19478.067545173602,16924.745434273602
0.6724811215721546,2597430.72215,19583.658474639742,16986.227752489744
0.681290423435929,2593295.9195,19823.034316697143,17229.738397197143
0.6806177695587831,2587120.6555500003,19575.62036971881,16988.49971416881
0.6842988680426758,2607477.35985,19772.73755901239,17165.26019916239
0.6818743935831485,2543050.993,19687.883580094523,17144.832587094523
0.6774062000813046,2536187.9093000004,19379.811243785156,16843.623334485157
0.6807302437664247,2582547.5578499995,19542.652263602264,16960.104705752263
0.6744072043711572,2552578.4475999996,19262.980771661973,16710.40232406197
0.6691985962688551,2443873.5496,18959.6760686392,16515.8025190392
0.6706586091355888,2524816.08475,19213.397805178844,16688.581720428843
0.6854953792083365,2591255.3087,19852.467335486468,17261.212026786467
0.6732561278215354,2513742.30195,19236.05871666731,16722.31641471731
0.679745315499517,2623492.9112,19948.303207268254,17324.810296068255
0.6775135400099002,2537302.45715,19383.628596387083,16846.326139237084
0.6726978016277221,2516375.94905,19247.27680411297,16730.90085506297
0.6750012226487166,2586707.9827499995,19543.09145513352,16956.38347238352
0.6828406087151205,2531035.0626999997,19499.408267483544,16968.373204783544
0.6820818649386096,2572215.9211,19602.725408120685,17030.509487020685
0.6822713409765282,2592995.8826,19742.18135706193,17149.18547446193
0.6799963644642212,2611218.0335,19735.8627828569,17124.6447493569
0.6821886439111158,2538608.15125,19515.009942858946,16976.401791608947
0.6711978259463425,2526313.7284500003,19057.47455968463,16531.16083123463
0.6820611752252679,2554039.3950500004,19632.42402032161,17078.38462527161
0.6733306816349969,2535966.1058000005,19359.07410368596,16823.10799788596
0.6811811067887912,2573566.76035,19609.447692013608,17035.880931663607
0.6739675422088067,2525333.8408,19394.173770247824,16868.839929447822
0.6849008035606453,2582488.3549999995,19805.456406780115,17222.968051780117
0.6750737229523377,2603855.39595,19732.883966506968,17129.02857055697
0.6785208419683819,2527089.891,19347.200039849027,16820.110148849028
0.673510621813385,2465300.7576,19103.26846302124,16637.967705421237
0.6772089319525123,2577505.53815,19575.054262504193,16997.548724354194
0.6720015734485354,2529697.01585,19365.63515455076,16835.93813870076
0.6775267921592751,2517901.9657499995,19329.70308843875,16811.80112268875
0.678887454853278,2542605.0270999996,19438.71231490989,16896.107287809893
0.6815658205554259,2641682.22215,19874.937644192214,17233.255422042213
0.6689754659102684,2468965.18275,18969.149173498892,16500.18399074889
0.6747658958225811,2494570.27515,19201.63020149675,16707.059926346752
0.684133510473902,2647999.47635,19976.483196272668,17328.483719922668
0.6623858563246142,2529095.3389999997,19182.331318362798,16653.2359793628
0.6765607951123935,2577749.24165,19544.634397068257,16966.88515541826
0.6777376536548727,2537958.8943499997,19485.065710861636,16947.106816511638
0.6798641477011915,2586359.4631000003,19742.08516908789,17155.72570598789
0.6812049765997542,2591415.0838,19627.315686192585,17035.900602392587
0.6745242084916876,2513974.23185,19242.992606840227,16729.018374990228
0.6794550015451707,2553625.41135,19472.277106451802,16918.651695101802
0.6756932984095805,2518832.79195,19395.117935341514,16876.285143391513
0.6748238936710257,2531683.5786499996,19384.109323335695,16852.425744685694
0.6705089101166728,2581196.16735,19459.082273461725,16877.886106111724
0.6723770145662562,2545801.5886,19333.284059711692,16787.482471111693
0.6777733940049369,2506572.2106999997,19234.215446040664,16727.643235340664
0.674963190870803,2558343.3729,19412.262928507393,16853.919555607394
0.6736672178469216,2564943.68875,19252.612919864652,16687.66923111465
0.6662879444473522,2470911.8819000004,18771.235565454215,16300.323683554216
0.6817552254926861,2505329.1570500005,19287.197973074166,16781.868816024165
0.6763270677972024,2535832.4877,19321.53425813098,16785.70177043098
0.6794832333334038,2537556.47595,19460.045329408564,16922.488853458563
0.6755760458848561,2616777.74205,19724.721191145865,17107.943449095867
0.6778886149470951,2548504.37225,19388.59696517202,16840.092592922018
0.6824454708012249,2579572.4255500003,19612.99326101822,17033.42083546822
0.682727311095205,2609516.1498500006,19859.927952111684,17250.411802261682
0.6800899412187731,2541820.84955,19497.627848048727,16955.806998498727
0.6767958858374375,2491055.8624,19171.411987035724,16680.356124635724
0.6793855008851786,2539043.04495,19376.682500834817,16837.63945588482
0.6867294250835844,2575865.6541999998,19771.595757508625,17195.730103308626
0.6901115056517175,2609399.59205,19929.34315032592,17319.943558275918
0.6772747046123937,2538654.06715,19497.60911389848,16958.95504674848
0.6751875562946825,2490246.4060500003,19082.494885003245,16592.248478953246
0.6719762441941751,2470378.8316,18950.462839952204,16480.084008352205
0.6794596550985842,2562396.93815,19448.24991964818,16885.85298149818
0.6776973662977974,2574297.4864999996,19516.550961225075,16942.253474725076
0.6750424626141934,2560917.3401499996,19566.62861187727,17005.71127172727
0.6805941208602183,2571927.35425,19509.05618195476,16937.128827704757
0.6737832050242721,2515608.8445,19146.512719288716,16630.903874788717
0.682525700005462,2536996.8142,19611.020837489945,17074.024023289945
0.6817853365698736,2628340.9400500003,19881.367791708923,17253.02685165892
0.6765986692470656,2497352.7388,19193.742266969897,16696.389528169897
0.6757445412320987,2550239.6827999996,19476.41741649688,16926.17773369688
0.6731605167364934,2529183.7638,19331.34982250725,16802.16605870725
0.6709988872880577,2565423.898,19425.55273314141,16860.128835141408
0.6709525520490787,2578868.6231,19434.653522410466,16855.784899310467
0.6787118256317848,2618666.343,19922.057980184552,17303.39163718455
0.6753365683386401,2519261.6358,19428.967146567942,16909.70551076794
0.6763775155848996,2512086.74905,19339.779711579264,16827.69296252926
0.6605549117615528,2475812.5427,18737.5706305679,16261.758087867902
0.6830576485774752,2546133.3967,19538.911493917596,16992.778097217597
0.6729152099535255,2556444.19455,19316.288254889765,16759.844060339765
0.6785620459392434,2575359.03735,19482.46360984879,16907.10457249879
0.6741530495397874,2537793.0873,19315.242133319378,16777.449046019377
0.6772345956036383,2543449.36875,19480.11727116171,16936.66790241171
0.6696256342701999,2490407.25705,18946.23002864122,16455.82277159122
0.6727560185467337,2565132.9085,19359.728782705522,16794.595874205523
0.6736778619753292,2542204.70725,19266.713299893687,16724.508592643688
0.6743229876957676,2541930.2301,19452.35653033847,16910.426300238472
0.6811844904162239,2581701.2499,19677.566512010457,17095.865262110456
0.6860150614612694,2589746.14715,19898.033675706054,17308.287528556055
0.6697168942043601,2531188.1852,19121.316015878874,16590.127830678874
0.6764606144231561,2557731.66395,19319.492644678743,16761.760980728744
0.6752838796329165,2514236.1203,19145.677796490916,16631.441676190916
0.6770457517953801,2569824.95065,19494.691709767292,16924.866759117293
0.6859758432658506,2550339.7355,19620.26767355896,17069.927938058958
0.6838291962466725,2649636.475,20081.65766868641,17432.02119368641
0.6776235776804759,2549685.3477499997,19442.261105389312,16892.57575763931
0.678534993343459,2574909.8382,19624.841826372758,17049.931988172757
0.6701757116692525,2529671.72755,19184.624701186003,16654.952973636002
0.6796124505585042,2629041.107,19721.605616124038,17092.564509124037
0.6697277437476122,2508505.3115,19175.664176650953,16667.158865150952
0.6782916678527379,2580622.62815,19539.44681667153,16958.824188521532
0.6801909592889409,2579488.01595,19642.510025626856,17063.022009676857
0.6734655550259953,2535032.89445,19363.386951341214,16828.354056891214
0.6825243028212525,2620569.8531,19836.638729084258,17216.06887598426
0.668682735126271,2474387.7273500003,19014.933154142993,16540.545426792993
0.6839787776363336,2621995.2915,19890.076778640658,17268.08148714066
0.6678904224690674,2482942.8708999995,18966.419663765388,16483.47679286539
0.6751989350456965,2492248.0583,19050.69192838728,16558.44387008728
0.67662963453877,2595017.6578,19646.188474982813,17051.170817182814
0.6780989237608636,2586919.08705,19526.495727743182,16939.576640693183
0.680939126945441,2653390.6563999997,19879.9192668701,17226.5286104701
0.6659327453974065,2524008.16645,19011.7740855354,16487.7659190854
0.6738817017435856,2516896.10695,19240.233505302203,16723.337398352203
